,content
7306,내 볼때 1분 5초때 아시아나항공기 착륙이 가장 좋았음..
7307,국내 종종사가 비행 실력이 좋다는 말이지.
7308,소프트 랜딩도 승객을 위한 서비스중 하나죠~
7309,"4:50 와 이스타항공,대한항공 크기차아   "
7310,역시 뱅기마다 틀리구먼요
7311,"에티오피안 사람 죽이는거보솤   

그와중에 마지막에 나온 t'way 기장 대단하다"
7312,출사포인트는 전망대로 동일한곳인가요??
7313,"베테랑과 일반 조종사의 차이도 있겠지만 국적기가 당근 잘하지 않겠음. 나가면 무조건들어오니 활주로 노면상태나 기타등등 젤 잘아니 의미없음.
밑에 댓글보니 비행기 크기와 특성도 상관있네요."
7314,뉴욕갈때 심하게 강하하고 다음에탈땐 많이 무서워했던 1인.....
7315,"제가좋아하는, 티-웨이는안보이네요?지금착륙하네요~~~"
7316,개인적으로 아시아나가 소프트랜딩
7317,공항에 새있으면 위험한데...
7318,저만 아시아나 엄청 소프트 랜딩 시키는거 같나요
7319,에어케나다. 내가 캐나다로 갈때마다 타는항공이죠
7320,꼭 소프트랜딩이 정답이고 하드랜딩이 오답은 아니지 않나요? 상황에따라 하드랜딩을 해야하는 상황도 있다고 아는데 아닌가요?
7321,Thanks a lot for recording and for sharing!
7322,"두번째, 아시나아 항공의 랜딩은 정말 소프트 랜딩!!! 저런 착륙은 기내에서 느끼는 착지 충격도 정말 적어요."
7323,댓글들을 보니깐 무슨항공사가 부드럽게 착륙하네.. 이런 이야기가 많이 나오는데 사실은 모든 랜딩은 날씨와 관련이 되어있습니다^^ 바람이 많이 부는 날에는 특히 측풍이 부는 날씨는 랜딩이 하드랜딩이 되기도 하고 또 바람이 안부는 날에는 소프트 랜딩을 할 수도 있습니다~ 랜딩은 기장과 부기장의 기술이라고 보시지 않으셨으면 좋겠네요^^
7324,26일...저녁(20:30이후...  )이믄 제가 탄 항공기도 찍혔을 가능성이...아쉽내여...오후만이라...가을 비 오기 전 날이라...가시거리가 환상이었었져...  
7325,렌즈 어떤거 쓰셨어여?
7326,날씨 같은거 땜에 달라질거 아냐
7327,이스타가 제일  깔끔하다 렌딩
7328,중간 중간 새 날라다니는거    
7329,BEAUTIFUL
7330,비행기 백번 넘게 타봤지만 저렇게 고요할줄은 몰랐다        안에 있으면 덜그덕덜그덕 쿠쿵쿠쿵쿵쿵 슈우우우우우웅 난리
7331,저거는기장재량임
7332,한국인들은 착륙할때 아쉽겠지만 외국인은 여행오는거라 좋겠다
7333,        
7334,우리나라 비행기들이 부드럽게 착륙하네
7335,"항공우주공학 전공자로서 경이적이고
아름답다   현실은 IT분야에서 에서일하고있지만 아직도 비행기만보면 가슴이뛴다 크..."
7336,초등학생인지라 항공언어(?)가 무슨뜻인지 잘모르겠네요  
7337,이렇게 시정 좋은날 거의 드물죠   
7338,저 작은 바퀴가 버티는게 신기하넹~
7339,우와 대박    진짜 멋지다
7340,"카메라 짐벌 들고 찍으신건가요?
진짜 부드럽게 찍으셨네요 "
7341,에티오피아 직항도 있구나   
7342,한국 항공사들이 확실히 소프트랜딩을 선호하긴 하네요.. 인천은 활주로여유가 있으니 괜찮긴하죠. 여기 에어서울 착륙이 사실 글로벌적으로 평균적인 랜딩인데 한국에서는 욕먹는랜딩;;;  
7343,아시아나 항공이 가장 부드럽게 착륙하고 다음이 대한항공이네요. 외국항공사는 뒤뚱거리거나 착지시 랜딩기어 마찰이 심해 보이는군요.
7344,스무th~
7345,"저래 큰 물체가 하늘을 날아다니는게 참말로 신기하다 인간은 위대하다
순수 대한민국 기술로 언제나 여객기 만들어보나"
7346,"날씨 영향도 크지만
회항 비행술등
서로들 신경전이 날카롭다고
기장으로 퇴직하신 당숙께서
말씀하심.
예전에 비번인 기장들끼리
청량리 깡통집에서
소주한잔 하시다 회항 이야기등
이야기 하시다 술상 뒤짚어 업고
나오신 일도 있었다 하심.
 "
7347,에어서울 알리탈리아 항공 도장같음  
7348,여기 찍은곳이 어디인가요?
7349,비행기는 분명 외계인 섭외 했다
7350,인천 공항 제1터미널에서도 대한항공 볼수 있나요??
7351,어디서 촬영하셨는지 알 수 있을까요..?
7352,다른 비행기 중에서 우리나라 비행기가 더 디자인이 예뻐요.
7353,"아 이런거 너무좋아요
크흐흐흐"
7354,"이거 보고나서 알았는데 737은 A320에 비해 동체 높이가 되게 낮네요
그래서 엔진이 그렇게 생겼던거군.."
7355,"I am from Chile, in May of 2019 I will be on vacation in Seoul, I would like to do spotting. Great video."
7356,줌 화면에 빠르게 움직이는 동체를 이렇게 스무스하고 선명하게 찍으시다니...
7357,사뿐  
7358,개멋있다
7359,아시아나 젤 안정적임
7360,Vn430
7361,파이날은 티로드항공    
7362,아시아나 랜딩   
7363,착륙하다 랜딩기어 부셔지면 어찌되지
7364,이야 두번째꺼    멋있다
7365,우리나라 중소항공사도 착륙 잘하네요.
7366,"개인적으로 A330 착륙할때 모습이 가장 아름답던데.... 
대부분 A321 / B 767 ~ 787 ~ 777~ 737  이네요~^^
A330 이 내려 앉을때의 모습은... 마치 한마리 백조처럼 우아하단 생각이 들만큼... 
마음을 뺏기면서 바라보며..기장님에게 절로 존경심이 우러나기도 할만큼.. 감동이었습니다.  
그립군요~~ ^^"
7367,오느라 욕봤고 잘쉬고 잘놀고 잘먹고 잘자다 가시게
7368,이야 진짜 잘찍으셧네요
7369,   
7370,중국남방항공이랑 아시아나가 부드~럽게 착륙을 잘해보이네요   
7371,귀엽다 벨루가 닮음
7372,"베트남 비행기 많이 흔들리며 랜딩하네요.
우리나라가 제일 안정적인듯"
7373,"쿵찌는 랜딩과 정말 살포시 큰진동 없이 랜딩하는 기술의 차이는 있는듯합니다.
버스,기차도 운전자의 성향에 따라 정차 할때 보면 천지 차이가 나더라구요"
7374,개인적으로 터키항공없어서 아쉽네요
7375,"공군 부대 근무할때 맨날 봤어요   
이등병땐 우~~와 하고 봤는데
일병때 부턴 우씨 시끄러워 이랬었죠    "
7376,나도 해외 갈때 타야겠다
7377,대형 항공사들의 여객기는 정말 어마어마하게 크고 기네요!
7378,대한항공 고등어처럼 생겼기도 하고 태극 마크 단 우리나라 국적기라서 미워도 제일 친근한 건 어쩔 수 없네.
7379,아시아나가 제일 잘 하네요.
7380,여기 쓰이는 카메라 기종이 뭔가요?
7381,아...여행 가고 싶다
7382,진에어는 왜 언급없나요   살짝 바퀴가 떴는데
7383,"나도  파이럿이고  싶다!
환생 하면 파일럿 으로  태어나게  해주세요."
7384,4분52초
7385,인천공항 랜딩중에 330이 하나도 없는게 신기하네요!
7386,첫번째랜딩 와...
7387,"우왕멋지다 비행기겜 하고싶다

윾  싼다는 무료로 해줍니다"
7388,혹시 이스타항공은 착륙할때 바퀴에 연기가 별로 안나던데 저것도 소프트랜딩인가요?
7389,대한민국 기장님들이 확실히 소프트하게 랜딩하네요 특히 아시아나
7390,이스타 속도감보소       다시 이륙할 수 있는 속도다     
7391,아시아나가 제일 부드러운 랜딩...다른기종은 급 브레이크 밟는 느낌
7392,787 날개 휘는거 진짜 개이쁘다
7393,"와우, 아시아나 넘버1, 대한항공 넘버2"
7394,에어서울은 또 처음 보넹
7395,첨보는 포인트뷰네요 추천누르고갑니다 !
7396,사스가 인간이 만들어낸 최고의 발명품..
7397,이거 뭘로 촬영하셨나요?
7398,랜딩을 잘할수록 경력높은 파일럿임
7399,어디서 찍으셨어요??
7400,대한항공이 더 부드럽게 착륙 한다.
7401,19학번 항공운항학과 들어가는학생입니다     잘보고갑니다 나중에 저렇게 랜딩할 생각하니 너무행복하네요
7402,아시아나가 가장 부드럽긴 한데 미국 뉴욕에서 인천 돌아올때인가? 언제 인천 돌아올때 아시아나인가 대한항공 타고 돌아왔는데 그때 비행기 착륙할때 엄청 쎄게 쿵- 하면서 착륙했었던 기억이 나네요.. 그때 정말 놀랐는데... 거칠게 착륙한 느낌이 들어서..
7403,나고야 공항에서  뱅기 이착륙 구경하는데 기름냄새 쩔어서 토나올뻔했음  진짜 멀미 오졋음
7404,이번에 이스타 탔었는데    땅바닥에 쳐박음...
7405,마지막 티웨이가 무리없는 연착륙 같아요.
7406,"아시아나,대한항공이 밖에서 보면 충격이 거의 없을 것같지만 그래도 약간 기체가 충격때문에흔들리는데(약간) 하드랜딩은 충격이 얼마나 심할까...."
7407,내가 타본 뱅기중에서는 루프트한자가 젤 부드럽던데 대한항공이 젤 거칠어
7408,이거 찍을 때 어떤 렌즈로 찍은 거에요? 나는 예전에 300mm로 시도 했을때 완전 실패했어요....
7409,이착륙이 가장 긴장되는게 이런거구나
7410,아시아나가 젤낫네
7411,춘추항공 스프링에어였던가... 시간때문에 어쩔 수 없이 춘추탔었는데 정말 착륙뿐만아니라 이륙때도 너무 불안정해서 정망 죽는줄 알았습니다.. 그 이후로 스프링에어 s자도 쳐다보고싶지가 않아요...   
7412,비행기 몸체에 비해 바퀴는 왜 너무 작을까. 볼 때마다 바퀴 부러질 것 같다.
7413,이스타는 랜딩 속도가 너무 빨라서 깜놀함..
7414,렌딩 착지하는 순간의 속도가 시속 200킬로라고 하던대 착지하고 정지하는 대에는 30초 정도면 충분한것 같더군요. 30초라도 약 700미터 정도 미끄러져 가는 거리 이겠죠. 조종사의 프리퍼런스 취향 마다 다 틀린대 하드렌딩하는 조종사들은 쾅 착륙하여 부라끼를 확 밟아 미끌어지는 거리를 최대한 줄이더군요. 하드렌딩이냐 소프트렌딩이냐는 원칙이 없고 조종사의 운전 스타일 이라고 하더군요. 베트남 항공은 타치다운 착지를 할때 약간 날개를 좌우로 흔드는 것에서 약간 터치다운이 좀 불안하였어요
7415,하드랜딩이냐 소프트랜딩이냐는 기장 마음대로 보다 현지 기상상황의 영향이 큼니다. 그러니까 하드랜딩한다고 못하는건 아니라는 사실
7416,Butter
7417,3번째 9번째? 비행기 착륙 최악이네
7418,장소 가 어디인가요
7419,두번째 아시아나 지렸네
7420,1:46 에티오피아항공 랜딩에서 디로테이션과정이 너무 빠르다......
7421,와~아 계속 보니까 큰 독수리가 발톱을 세우고 착지하는 모습같네요!~
7422,"The etiopian 787,Love that WING FLEX"
7423,콴타스 버진 젯스타 젯블루 제주 대한 일본 아메리칸 스피릿 캐새이퍼시픽 에어뉴질랜드 기억은 다 안나지만 이들중 젤 랜딩깔끔했던게 일본항공이였다는... 대한항공은 여러번 탔고 탈때마다 국제선이엿는데도 고도 낮아 질때 마치 계단을 층층 내려오는 듯 거친 느낌이였음... 그냥.. 그렇다고요..
7424,저 무겁고 아주 정교한 비행기를 안전하고 깔금하게 착륙 이륙 비행 하는 조종사분들 엄청 대단합니다    
7425,예전에 피치항공 탔을때 착륙하다 비행기 앞부분 부서지는줄 알았어요... 그게 첫 해외여행이라 원래 그런줄 알았는데...
7426,"확실히 국적기는 훨씬 안전하게 내리네
외국 비행기는 뒷바퀴 닿자마자 앞바퀴를 철푸덕"
7427,4:29 뒤에있는비행이가 몇배커보인다    뭔비행긴데 저만한거여
7428,역시 에어서울 우리 항공사
7429,인천공항 전망대에서 찍으신건가요???
7430,비행기 멋지기도하지만 귀엽기도함    그리고 터빈소리 정말 멋잇습니다..^^
7431,0:29 역시 소프트랜딩은 대한항공
7432,"50..
40..
30..
20..
10...

듣뜨드드드드드드드듣듣드 드 "
7433,첫번째 댄공 두번째 아시아나가 제일 잘한거같음 굳이 둘중에서 뽑자면 아시아나가 마지막에 노즈하이 자세 끝까지 유지하고 자연스럽게 노즈로우하는게   진짜 잘 내림
7434,랜딩이라길래 서든에 비행기생긴줄
7435,대한항공 위엄임
7436,1:11에 747
7437,"저 궁금한게있습니다!!
뒷바퀴가 지면에 닿고난  후에 엔진이 분리?라해야하나요?길어지는데 왜그런거에용?"
7438,저거 엔진에 벌어지는거 이름 뭐라하죠
7439,기종이 다뭐죠
7440,"토쿄는 나리타 하네타 큰 공항들이 서로 멀지 않고 붐벼서 착륙할때마다,,빙빙 돌거나 우회하는데 30분이상 걸림."
7441,위치좀 알려주실수 있나요..? 서울 올라가면 한번 가보고 싶네요   
7442,국내선 랜딩할땐 정말 개꼬추같이 하던데 간혹 깨끗하고 부드런 랜딩하는 분들 있을땐 박수쳐주고 싶음.
7443,혹시 어떤 카메라로 촬영 하였는지 알수 있을까요??
7444,확실히 한국 뱅기들이 착륙 부드러운 편.
7445,와이스타오져따  
7446,"저기 혹시 인천 제1  국제공항  활준로 인지 아니면
인천 제2  국제공항에서 찍은건지 궁금하네요."
7447,내가 곧 타게될 에어 캐나다 비행기네
7448,다 거기서 거기구만
7449,랜딩기어가 안뿌러지는게 신기하다   
7450,두번째 비행기 기종 아시는분..?알려주세요...  
7451,"외항사들은 하드랜딩이 대부분이고 
국내항공사들은 소프트랜딩이네요 
평소엔 잘 모르겠는데 이렇게 모아서보니 확실히 차이가 보이네요"
7452,타이어 1개 가격이 얼마일까
7453,에티오피아 항공 랜딩은 어느 부분인가요?
7454,어디서 찍으셨나요?
7455,에어 서울도 있음?!
7456,첫화면 개멋진데요  노을 지는 하늘에  비행기라니
7457,인천 런웨이가 16였나요?? 15인줄 알았는데 아닌가보네요
7458,착륙과 이륙을 반복하는 이른바 '타칭고'라는 훈련을 기준(1시간 이내)비행 내내 반복(최소 10회 이상)하는 조종사 훈련은 한국조종사들만의 훈련법이라는 속설이...
7459,촬영위치 알려주실수있나요  
7460,재미 하나도 없다
7461,기장님들 진심 존경스럽고 멋지다
7462,조종사 따라 운전하는게 틀리지 않나요?
7463,진짜 멋지다    파일럿 이뤄야지 꼭 !!
7464,오우... 저거 저거 에어캐나다 지상이랑 가까울때 갑자기 노즈 픽 올리는거 위험한 랜딩이네요...
7465,이게 뭐라고 계속 보고있냐    
7466,오옹
7467,한국 항공사들이 젤 스므스하네 
7468,역시 차나 비행기나 주차가 힘듦
7469,"착륙할때 아지랑이처럼 보이는 것들은 연료를 버리는건가요?
비행기는 착륙하기 전에 연료를 다 버린다고 들은것 같은데 맞는건가요?
연료를 버리지 않고 착륙하면 큰 문제가 생긴다고 들었습니다."
7470,근데 밖에서 보면 정말 부드럽게 보이지만 안에서든 덜컹거림...  
7471,무슨 기체인지도 같이 써주시면 좋을 것 같습니다
7472,"97년부터 7년간 매월 한번씩 지방에서 서울을 왕복하면서 느낀건데, 당시 아시아나는 초기여서 외국조종사들이 많은 상황, 당연히 대한항공이 선후배로 엮인 공군조종사를 안내놓으니 외국인을 끌어 왔는데 작은 비행기이다보니 그 차이가 잘 느껴졌다. 
우선 대한항공은 출발은 급하게 착륙은 부드럽다. 아시아나는 반대로 출발은 느긋하게 착륙은 끼기긱... 공군은 출동식으로 급한 이륙이, 그리고 많은 경험으로 느긋한 자세. 민간자격은 뜨는 것은 느긋한데 어떻게 착륙할까 급한듯한 느낌이었다. 동승한 사람들은 전혀 모르던데 난 그런 느낌을 받았었다."
7473,"자세히 보니까 착륙할때 국적기랑 타항공사랑 차이가 보이네요
국적기는 대체적으로 뒷바퀴 지면에 닿고  꽤길게 달리면서 앞바퀴 지면에
닿는데 타항공사는  뒷바퀴 닿고 얼마지 않아 앞바퀴 바로 지면에 닿네요"
7474,100년후면 저런 덩치도 수직이착륙 및 관성의법칙을 벗어난 비행체가 나오겠지 그땐 내가 이세상에 없겠구나
7475,vietnam airlines B787 9
7476,4분47초
7477,나도 에티오피안 항공 타고 미지의 세계 아프리카로 가보고싶네요.
7478,"이륙은 없나요???

휴가 때 대한항공 이용한적이 있는데
이륙하자마자 무슨 수직 상승하는 줄 알았는데

비행기 타고 첨으로 사고 나는거 아닌가 생각 들었는데"
7479,맨날 착륙하는 곳이니까 익숙해서그런거임 따른 나라 항공사 무시       
7480,개인적으로 캐세이가 없어서 좀 아쉽네요
7481,air canada 기체종류가 ac063 인가요? 그리고 STAR ALLANCE 는 왜 뒷 바퀴부터 닷나요?
7482,2번째 아시아나가 제일 안정적이네 바퀴 끝까지 스무스하게 놓으려고 함부러 안내리는거 봐라 첫번째 대한항공이랑 그 뒤 에티오피아 캐나다등 존나 막 툭툭 떨구네    짬찼다 이건가   
7483,어쩔때 보면 무거운 쇳덩어리를 몇백명의 사람을 태우고 날아다니는 교통수단으로 만드는 인간도 참 신기함
7484,한국은 LCC라도 소프트랜딩하네 굿~
7485,"랜딩이라고 부르는 구나....
랜딩 하면서 난 그 어잌후 하는 그 느낌 너무 좋은데...근데 아시아나랑 에어서울 밖에 안 타봐서 제대로된 어이쿠를 느껴보질 못한거 같군...."
7486,어떻게 해야 안전하게 착륙할수있는지 여러가지로 오래 연구한모습이 보이네
7487,혹시 카메라 어떤거 사용하셨나요?
7488,실례지만 인천공항 전망대에서 찍으신건가요? 아니면 어디서 찍으셨는지 좀 알려주시면 안될까요?저도 자주가는데 전망대에서 보는 포인트 밖에 몰라서..
7489,4:50 보잉 737 반대편 활주로에 운송되고 있는 A380 크기 보소... 미쳤다...
7490,사주가 문제라서 그렇지 대한항공이 뭔가 포스가 있고 착륙도 최고 부드러운 듯
7491,아시아나타고 인천올때 이어폰끼고 딴짓하고 있으면 랜딩하는지도 모를 만큼 대부분이 소프트해요..
7492,와 에티오피아도 옴?
7493,착륙 시 엔진이 벌어지던데 어떤건가요? 4엔진은 착륙 시 4엔진 전부 저렇게 되나요?
7494,저가항공은 대부분 비행기자체가 작고 대형항공사들은 비행기가 대부분 크던데 이륙과 착륙할때 흔들림차이가심하던데 그건 파일럿때문인가요 아니면 비행기 크기차이인가요?
7495,괜찮으시다면 주변 어느지점에서 촬영하셨는지 알려주실수 있을까요? 저도 한번 구경해보고 망원으로 찍어보고 싶네요.
7496,댄공380
7497,옛날엔 대한항공타면 다른항공사는 못타겠다싶었는데 최근엔 타항공사 거의다 대부분 스무스하게 랜딩하시더라구요 진짜너무싱기 내려온지도 모를때도많음..
7498,5:43 왜 뒤에 a380이 바퀴가 안내려져 있지???
7499,착륙하면서 엔진옆쪽이 살짝벌어지는데 왜 그런지요?역풍을 일으키는건지?
7500,혹시 인천공항전망대인가요 저는 Beijing plane spotter인데요....한국에서도 비행기를 찍고싶은데 어디서 비행기를 찍을 수 있는지 가르쳐주실 수 있을까요??
7501,"KOREAN AIR LINES하고, ASIANA AIR LINES가 부드럽고 우아하게 착륙하는군요."
7502,개인적으로 우리나라 항공사가 제일 부드럽게 착륙하는거 같고 조금 불안감 느꼈던 때는 제주도 착륙할 때랑 벤쿠버에서 빅토리아 가는 길에 착륙할 때..
7503,혹시 어디서 찍으시나욥?
7504,"777, 777, 787, 787, 737, 737? , 787, 777"
7505,"한국의 여객기 착륙하는걸 보니 다들 먼길, 여행을 떠났다가 자신의 집에 돌아왔을때의 안도감이 느껴집니다.
공군에 있을때도 전투기들 훈련마치고 기지로 돌아와 착륙할때 마지막 전투기가 착륙하는걸 보고
마치 전투기 자체가 집을 나간 동물처럼 느껴져서 (분명 조종사분은 장교라 일반병사보다 높지만)
""무사히 다 돌아왔구나"" 하는 그런 느낌이 들곤했었네요.


플심상의 착륙과 실제비행기 착륙을 비교할순 없겠지만 예전에 플심으로 착륙을 해봤던 경험으로
착륙장면 볼때 전 양쪽 바퀴가 얼마나 동시에 지면에 접하는지를 중점적으로 봤는데요
두번째 아시아나가 양쪽바퀴가 거의 동시에 지면에 닿네요."
7506,뭔가.. 우아하다. 어디론가 떠나고싶기도 하고. 저렇게 큰 기체를 띄우고 운행하고 착륙시키는 기장의 비행실력도 감탄스럽다..
7507,Butter
7508,와 저 큰 기체를 땅에 부드럽게 내려놓을수가있지
7509,에어 서울이. 최고로 안전하게 착륙
7510,"작은 비행기도 느낌도 없이 소프트랜딩하는거 타본적있습니다. 기장의 능력과 배려라고 생각합니다.
하드랜딩하면 우~쒸!하게 되더라구요."
7511,진에어랑 이스타 항공을 왤케 동체가 낮아보이지?
7512,0:50 B777-2B5(ER)
7513,very nice video
7514,신기하네 저렇게 쥐콩만한 바퀴와 부품들이 저 거대한 비행기를 버티다니 착륙할때 누르는 힘까지 합하면 엄청난 무게일텐데 대단하다 뭔가 똑 하고 부러지며 폭삭 주저앉을꺼 같은데...
7515,아니;; 맨 처음 대한항공기 착륙할때 사방에 새떼들 왤케 많아요???? 겁나 식겁했네;;; 그와중에도 랜딩 예술이네 오메..
7516,4분 30초쯤에 이스타항공 불나는거임?
7517,아시아나가 제일 잘한것 같아요   존경스럽습니다.
7518,비행기에 아시아나항공이랑 스타얼라이언슨데 밑에 조그맣게아시아나있는거는 먼 차이인가요 ??
7519,하차하실때 제발 앞줄부터 나가게 미리 일어서지 맙시다 외국인은 앉아있는데 한국인들만 일어서 있는것보면 참 부끄럽습니다
7520,한국 항공사들은 착륙 잘못했다고 고객들 진상 부리니 조심조심 하고 외국 항공사들은 그런게 어딨어 그냥 팍 내리네     그리고 뒷바퀴 내리고 엔진 옆에 열리는 것은 처음 봤다  
7521,"제가 타본 비행기 중에선 대한항공 착륙이 제일 거칠었어요. 유럽이나 미주, 일본내에서 현지 국내선도 많이 타봤지만 사이즈 대비면애선 대한항공이 제일 별로임   "
7522,Great
7523,테에이코 오프 보다 어려운 랜딩
7524,Was hoping to see a Delta A350-900
7525,"1. Korean Air Boeing 777-300ER
2. Asiana Airlines Boeing 777-300ER
3. Ethiopian Airways Boeing 787-9
4. Air Canada Boeing 787-10
5. Air Seoul Airbus A319
6. China Southern Airlines Airbus A318
7. Vietnam Airlines Boeing 787-10
8. Asiana Airlines Airbus A330-200
9. Asiana Airlines Airbus A320
10. Easter Jet Boeing 737-800
11. JinAir Airlines Boeing 737-800
12. Asiana Airlines Airbus A320
13. T'Way Airlines Boeing 737-800"
7526,"중요하진 않지만, 휴대폰에선 4k가 안뜨네요"
7527,"오~~~ 제가좋아하는 T-way항공, 반갑습니다."
7528,good
7529,플심하다가 궁금한게 있는데 (초보입니다) 앞 기수를 든 상태로 어떻게 착륙하죠? 그냥 고도를 높여버리던데;;
7530,아시아나 흔들림 없는거 보소~~~
7531,개인적으론 대한항공이 젤 소프트한 착륙.
7532,와...착륙할때 비행기 엔진 중간에 반으로 갈라지는거 첨알았네 왜 갈라지는지 아시는분? 엔진힘을 옆으로빼서 분산시키는건가?
7533,바퀴닿자마자 엔진 열리면서 역추진    좋습니다
7534, 
7535,대한항공은 착륙할때 지면에 꼬라박듯이 착륙한다 자다가 심장이 덜컥내려않을뻔한것들은 다 대한항공임
7536,어떻게 한국국적기에 한글 써놓은 비행기가 한대도 없냐.
7537,"착륙할때 엔진 커버가 뒤로 졌혀지네.. 신기..
에너지를 분산하기 위함인가?
아니면 공기 저항을 조금이라도 더 높이기 위한건가?
궁금"
7538,저렇게큰공항에 맨 티외이 이스타나 진에어 이런저가항공만들락거리네..LAX공항가면 별별나라항공이 다들락거리던데
7539,인천공항이 활주로가 길어서 소프트 랜딩하기 확실히 좋을듯 하네요
7540,"비알못인데
그냥 서던 차이나 진에어 기장이 베테랑 같아요"
7541,"베트남 항공 기체흔들리는거봐;;

확실히 국가별로 실력차이가 나네요."
7542,아..심장마비 오겠네..내 이래서 비행기 안탄다니까!
7543,소프트랜딩이든 하드랜딩이든 외국여행마치고 인천에 랜딩할때는 기분 안 좋고 예민해져있어서 덜컹거린 기억밖에 없음   휴...낼부터 출근 어째하나 이러면서    외국도착시에는 덜컹거리는지도 모르고 빨리 내려서 이미그레이션 줄 앞자리에 서겠다는 생각밖에 없음  
7544,비행기타고 떠나고 싶다
7545,국내 항공사가 솔직히 랜딩 가장 허접
7546,저는 서탈했는데 열심히 해서 최합하셨으면 좋겠어용   
7547,                                                       KE                     KE                  ....            
7548,알차고 좋은 내용이였어요! 한국베이스가 제일 부럽네요. 전 중동..  
7549,잘 보고 가요 내용 좋네요
7550,큐엔에이 기다리고있었는데...잘볼게용 
7551,"와 그때로 타임슬립한 기분이야!  그때 열심히 하면서 같이 울고 웃었던 기억이...  
그때 준비할때 나만 아는 에피소드들도 많이 있지 "
7552,향상심이 많은 지구님  멋져요 보통 일하면서 다른 것을 공부든 작업이든 시작하는 게 쉽지않아서 그저 하루하루 살아가기 바쁜데 멋지네요 배우고 싶네요.
7553,준비하는분들에게 너무나도 큰 도움될 것 같아요 역시 현직에 있는 선배의 조언만큼 귀한건 없죠  
7554,지구데일리님 치아교정하고 계신가요???
7555,헉.. 저 도서관에서 그 책 봤어요!! 재밌어서 갈 때 마다 조금씩 읽었는데 지구데일리님 책이었군요~~ 넘넘 멋지십니다^^
7556,인생을 변화시킨 질문 내가 무엇을 위하여 몸쓰면서 이러고 있나?
7557,너무 좋아요  헝헝   
7558,친절한 지구씨 
7559,궁금한게있는데 외항사들도 몸에 흉터 좀 엄격하게보나요??
7560,지구데일리님 넘나좋아요 
7561,"잘 보고있어용,,!!!!    "
7562,혹시 수영관련해서는 다른항공사와같이 25m인가요..?
7563,지구님 혹시 중국어 회화 완벽하게 가능할때까지 얼마나 걸리셨나요?
7564,맞아요 뭔가 아직 중국은 한국에 대한 이미지가 엄청 좋은편인거같아요..! 막 한국인이라하면 옹오 옹오오오 한국인!!! 이런느낌?
7565,저 3년차인데.. 공감하는부분이 너무 많습니다. 너무 멋지세요!!  슬럼프 잘 극복하시구  저도 잘 극복해보겠습니다  건강하세용 
7566,"자세히 알려주셔서 너무 좋아요  
만족스러운 QnA "
7567,"렌즈끼신거  같은데 기내는  건조하잖아요
촉촉렌즈  추천해주세요^^"
7568,"아! 베이스가 한국이라고 하셨는데, 그럼 중한노선말고 다른 장거리비행을 가실때는 한국에서 출발해서 가시는건가용??? 궁금해요오 "
7569,"지구님의 보조개, 가지런한치아, 토끼같은 눈동자의 조화는 천만불짜리입니다 오랫만에와서 얼굴보고 충전하고갑니다^^"
7570,싱가폴 영화배우     닮으셨네요
7571,오픈데이가 뭐예요??
7572,중국 어디항공사인지 아시는 분 있나욤....?
7573,중국시스템 한국시그템보다 많이 앞선걸로알고있는데
7574,고려항공은 탈일이 없어요   
7575,저는 지금 마지막에 나온 항공사가 운영하는 나라에 거주중입니다...
7576,"1:29 근데 유럽, 동남아, 미주 가는 비행기 검색해보면 동방항공에서 상하이 환승으로 정말 정신나간 가격에 풀고 있어요. 어떻게 그게 가능할까요? 물론 저렇게 연착되면 제대로 환승될 가능성이 없어보여서 매번 거르고는 있습니다"
7577,"요즘에 미스 에어부산님은 카페 운영 때문에
바쁘신가봐요...   잘 안보이네요...  "
7578,효승님 짱~  너~~~~~~~~~~무 이뽀욥. 진짜 달라보인당. 내가 효승이야  그런거 같아욥.  
7579,대에에에에에에박      이미지 완전 달라짐      집중해서봤어여     
7580,쌩얼도 이렇게 이쁘시면 어떡해요    
7581,"생각났음! 전직 아시아나항공 근무하셨던 분은 나수진?? 이라고 매우 유명한 쇼호스트와 몹시 비슷한 느낌.




혹시 이 둘이 무슨 친인척관계가 있나 싶을 정도....  "
7582,달크달크(>.<)  순수댕댕이 효승님에서 터프 카리스마(?) 효승님으로 바뀌었네요  은영님도 메이크업 포인트    알려주시느라 수고 많으셧습니다~ 아!! 예승님들도 화이팅하세요 
7583,우와 효승님 진짜 잘 어울리시네요!! 완전 섹시해보여용  
7584,"와 쌩얼 진짜 이쁘시다,,,  "
7585,??저게 생얼이라고??에바....너무 이쁘셔   
7586,       재밌게 잘봤습니다
7587,와너무 잘어울리시고 예뻐요!!
7588,너무 즐겁게보구있죠
7589,에미레이트 그 자체가 되심      
7590,모자쓰니까 느낌 제대로네요
7591,와 산있는 눈썹 진짜 잘 어울리시는데요
7592,재미있고 너무이뻐요
7593,뭔가 화장품 가격들이 전체적으로 오류가 있는것 같아요..
7594,마지막에 아랍에미레이츠 모자 쓰니까 정말 딱 그 느낌이 오네요
7595,두분이 바꾸니 잘어울리네요    효승씨 넘잘어울려여
7596,대박이쁘다..헐
7597,효승님 모자 쓰니까 잘 어울려요 왕 이쁘심
7598,효승님 배우 이소연님 닮으신거같아요~!!
7599,보니까 완전히 다르네요   
