,content
6240,!!!!
6241,최악의 항공사는 진상고객 대처도 못하는 대한한공입니다
6242,어떻게 편의점에서 5000원도 안주고사는음식보다 못하냐
6243,맛없겠다
6244,구란듯   
6245,직접 탄것도 아닌데 탄 것처럼 썼네 어그로;;
6246,"고려항공vs대한항공
 전갠적으로 대한항공 이요.."
6247,지어져라 얍  
6248,KE2853 11:45 서울김포
6249, 
6250,어덯게 탄거?
6251,한국인이면 못탄다 그럼  난 중국인인척 해야지 그럼 탑승 가능하니까 탈 일이 있을까 싶지만
6252,First calsse있나요?
6253,화장실 변기가 무궁화호 변기 같아
6254,정은:올해는 마음대로지만 나갈대는 아니라우
6255,이거 다른사람이 올리거 이 사람이 지가 갓다온것처럼 올렷네..무슨 외국인인척이래 ..     말이되냐~여권은  ..   
6256,주작작주주작
6257,직접가보는 거보다 훨씬 낫네
6258,와... 평양도 갔네 이분
6259,근데 최악이어도 김돼지가 오면?
6260,어떻게 가신거죠
6261,쓰레기  냥 안가 저딴곳
6262,지금 고려항공이 저번 기내화재사고로 중국으로부터 밴 먹었을 겁니다. 베이징 평양 간에는 중국국제항공만 다닐 수 있을겁니다. 고려항공보다야 중국국제항공이 낫겠죠? 대신 거리에 비해서 표값이 꽤 비싸다고 합니다. 편수 자체가 적어서 한번 뜰때마다 꽉채우는 편이라고 하더군요. 중국국제항공이 평양에 취항해서 평양 순안공항에 스타얼라이언스(아시아나 항공이 가맹되어있는 항공동맹) 라운지(!)가 있다고 하네요.
6263,와... 존나 좇같이 타기 싫겠다
6264,극혐이다
6265,"한국 맥주는 전세계 최악 맛
왜 맥주회사 대표들은 외국을 안 나가는 척 하려고 맛 없게 하나
체코 흑맥주 한 번 마셔봐라
국민을 위해서 니들이 얼마나 개사기를 쳐서 돈 버는지 바로 알꺼다"
6266,시밬      평양타임즠         미국 극혐한담섴    
6267,타봤다는 거짓말 오지네.. 외국인인척 해도 여권은 어쩔껀데? 그냥 인터넷에 있는 사진 짜집기한거 같은데
6268,진짜로 가신거에여??
6269,최고존엄을 모욕하다니 거리의 촛불이 두렵지 않은가? 촛불을 거역하고 이 땅에서 살 수있다고 생각하나? 촛불은 대한민국을 불태워 재로 만들 수 있다. 조심해라
6270,"에어부산분은 계속하고 계시는 구나...
아시아나랑 다른분들은 그만두셨나보내..."
6271,id90 가족 티켓 같은 경우는 이코노미만 되나요? 아니면 프코 정도는 가능할까요? 비즈나 퍼스트도 가능 하나요?
6272,유용한 내용인거같아요!
6273,내면을 훑는 느낌은 뭘까.....
6274,낙타가 바늘구멍 들어가는것 같아요.
6275,흉터 체크.... 0 0 피부도 깨끗해야하고 흉터도 있으면 안되고 (?)
6276,카타르 항공도 많이 다뤄주세용!
6277,행복한 웃음에서 학을찾아서...
6278,미친 에티하드....... 갓이다
6279,에미레이트
6280,마지막 팁은 진짜 좋은 것 같음!
6281,아 나 손목에 흉터있는데.... 안되겠네....(아쉽)
6282,암리치가 뭐에요???
6283,푸핫  
6284,셋 다 대단함.
6285,뿌시기가 아니고 뿌수기..
6286,흉터있으면안되는거네요 그럼? 
6287,혜영씨 커여웡
6288,제 지인은..에미레이트 29살에붙어서..키 160
6289,키 작아도 옹골차다니 킴 카다시안이나 아리아나 그란데 이런 단신들 말하는거 같아                              
6290,수영도 할수있어야됌???...
6291,너무 대단하세요 다들   
6292,"플라잉 벨라님이다    
여기서 뵙네요!!!"
6293,아시아나도 스카체크 하지않나요.....???
6294,최혜영개이쁘녜 
6295,중간분너무이쁘시다..
6296,죄송한데 아시아나분 전직이고 퇴사하신분이라그런지 틀린거 얘기하시는게 굉장히많네요 이분말 안믿으시는게좋을것같습니다
6297,에어부산 이쁘다^^
6298,에어부산 이쁨
6299,"못뿌셔 절대 ,, 키가너무 작아송"
6300,아시아나 진짜 이쁘다 화이팅
6301,난 에어부산 좋던데
6302,에어부산출신 최혜영님 약간 트와이스 지효닮았음
6303,기내에서 승객이 스튜디어스한테 아줌마라고 하면 스튜디어스는 기분나쁠거같은데 아줌마라고해도 응대 할까요?
6304,1위 예상했다    
6305,"전 페가수스 하나 타봤어요
  물도 돈내야되더라구요"
6306,라이온에어 타봄 타본비행기중에젤무서움  
6307,유나이티드는 그럼 11위?
6308,명불허전 고려항공    
6309,6위는 좀 애매노호한것같습니다. 그도 그럴것이 다른 lcc도 매한가지이기때문이구요(피치항공같은 경우에는 가방 2개 도합 10kg까지 무료이고 그 이상이면 추가요금을 내야하죠) 그리고 1위는 우리나라 사람은 절대로 못탑니다.
6310,라이온이랑 라이언 헷갈리네
6311,걍 대한항공이용하셈 대한한공이 개 좋음
6312,동방항공이 저가항공?
6313,보기전 1위 구려항공 예상
6314,1위 유나이티드항공 각
6315,돈을 조금 내는 대신 그만한 서비스 받는거죠
6316,United airlines is absolute crap I hate it
6317,      날아다니는 룸싸롱이네     마담이네 아주
6318,와우 멋지네요   
6319,베트남여자 넘 이뽀 
6320,  와~진짜 황당하겠다
6321,"와...도착하기도전에
실신할듯"
6322,ceo 돈버는 방법아네
6323,헐
6324,우리나라에선 비엣젯 항공으로 유명하죠 하지만 저가형항공사에 서비스도 좋은거같지않고 좌석도 좁아서... 악명높은항공사
6325,야나베트남사람이다...
6326,국내 도입이 시급합니다
6327,우리엄마베트남사람인데...
6328,시발 하필이면 베트남이야...
6329,오 얼떨결에 빨리옴
6330,비난받던 말던 저가 항공사라 도발질 지리네    
6331,1
6332,저기가보고싶다
6333,물론 이항공사는 베트남에서 하나밖에없는 항공사다.
6334,2
6335,대박~~
6336,국내 항공사도 도입이 시급합니다
6337,  
6338,              
6339,돈벌 줄아네!똑똑해! 선전성은 언제나 흥하지  호구들이 좋아해요!!
6340,트젠도많죠 저는 사랑은 성별상관없다고생각함. 그런데 나이는상관있음 시선이 좋지않을수도잇음 동성애 안좋게보는사람도있듯이 그렇다고요 
6341,프레미아는 LCC 아닌것 같네요... 그냥 싸게파는게 마케팅전략인듯
6342,허희영 교수님 설명 굳!!!!
6343,가장 중요한건 안전이다. 난기류? 지나갈때는 무셔워 죽것다 
6344,"해외에서는 LCC넘어서 ULCC가 출범하고인지도를 높이고있습니다
한국도 이제 나라 먹칠하는 국적기 FSC 대공,아나 말고 세계추세에 발맞춰서 첨단산업 집약체인 우주항공산업 육성이 필요합니다
일본, 중국보다 한참 뒤쳐저있는게 현실입니다"
6345,"진짜 저가항공사들 불편하겠네      LCC가 3개나 들어오니깐 근데 뭐 그렇게 많이 뽑았냐 1,2곳만 정하지"
6346,"사우스 웨스트 항공 주로 국내선 운행 합니다만 멕시코 가는 국제선도 운항 합니다.
그리고 혼잡하지 않은 공항으로 운항하지만 미국내 주요 공항으로 운항 합니다. 또한 얼마전부터 중장거리 미국 본토에서 하와이 노선 운항시작했습니다.모든 국내선 노선에도 23키로 짐 2개 가능하고 기내용 캐리어 1개 가능합니다."
6347,근데 진짜 한국인 존나 진상임... 나 중국 호텔 레스토랑에서 일했는데 중국인들은 편견과달리 친절했음 내가 중국어 서툴어도 한국인이라하니까 웃으면서 괜찮다 해주시고 근데 한국인은 좀뭐맘에안들면 조선족이냐면서 아니꼬운 표정으로 쳐다보고 있고 이런데서 왜 일하냐하고...;; 무시쩔었음  
6348,일본인들이 레알입니다. 한국인들은 앞에서 뭐라 해도 걍 거기서 끝내고 가버리는데 일본인들은 앞에서 웃으며 별일 아니라고 하니 걍 별일 아니겠거니 걍 넘어가면 이후에 서면으로 본사에 컴플레인을 걸어서 회사자체가 뒤집어집니다. 그래서 일본인들 대할땐 진짜 미치겠어요
6349,머리맞았다고 쓴 손님은 진짜 개진상이네여... 맘에 큰 병이 있는게 분명함
6350,그럼 아시아나 대한항공 타세요 고갱님^^* 왜 여기와서 지랄이세요^^**~~
6351,마지막에 진상고객... 비행기뿐만 아니라 어딜가도 저런사람은 진상... 진짜 요목조목 말을 해줘도 아 됐고! 이런거.... 너무나도 당연하다는듯 얘기를 해버리면 ..... 진짜 서비스하시는분들은 존경받아야 마땅하다고 생각해요.
6352,개어이없닼      지가 뭐라고 남을평가해    사실상 진짜 자신의 급이맞는위치에있는 사람들은 남을 그렇게 무시하지 않는거같음
6353,진짜 외국 욕할 필요없다. 중국인이 미개하다구? 한국인이 더 미개해.      공항종사자들은 다 공감하실듯
6354,3:11 '라이라이'는 '빨리빨리'라는 뜻이 아니라 '잠깐 와주세요'처럼 부르는 말입니다 '빨리빨리'는 '콰이콰이' 혹은 '콰이디알'이라고 하죠
6355,진짜 저런데에서 갑질하고 막말하고 초면에 반말한 사람들은 알바라거나 직장생활 안해본건지...... 자기도 그런일 당했을때 기분나쁜것도 알고있을텐데 왜 그러는건지 모르겠어요. 아니면 나도 당했으니 너도 당해보라고 화풀이 하는건지 뭔지..........
6356,"우리나라가 중국인 생각하는것처럼
외국인도 우리나라를 그렇게 생각할것 같은 느낌.. 외국 관광지에 낙서좀그만합시다 "
6357,우리나라는 인식부터가 잘못됨 손님이 왕이다는 개뿔 나가뒈지라지
6358,근데 정작 저런 컴플레인 하는 사람들은 이런 방송 안볼듯.. 좀 보고 깨달아야되는데
6359,기다렸는데 드뎌 올라왔네요     진짜 속상한 일들 많지만 그 만큼 보람찬 일도 많을 꺼에요
6360,"정상 남자로 캐리어 올려달라고 하는 인간들은 그냥 쓰레기로 취급하면 됩니다!..
학력에 관계없이 정상적인 사회 생활을 했으면 상대에 관계없이 기본 예의, 매너를 알 것입니다.. 비지니스석타고 가면서 무리하게 요구해도 보기 싫은데, 일반석타고 가면서 대우받고 싶은 불쌍한 인간들이긴 하지만, 그래도 쓰레기 취급을 권합니다.
한국 사람들이 일본가면 거리가 깨끗하다고 칭찬합니다..일본인 친구 대답이 저렇게 깨끗하게 할려면 얼마나 고생하고 신경써야 할까요하고 되묻습니다....축구선수 혼다가 일본에서 생활하기 싫다고 하는 이유가 있겠죠!...."
6361,랜딩하자 마자 일어나는 것은 빨리 내리려고 하는 것 보다는 좁은 좌석에 오래 앉아 있어서 다리의 혈액 순환을 위해서 그런 경우입니다.
6362,세계적으로 그럼.. 그래서 하찮은직업으로 보는양반들도 미쿡엔 많더만  우리나라선 왤캐 로망직업중 하나인지 모르겠음.. 당연갑질하는 쓰레기가 잘했다는건 아니고  직업특성상 쓰레기들을 많이겪을수밖에..
6363,"일본 호텔에서 재직중인데 한국분들 오시면 한국어로 안내를 해야하지만
진짜 한국인이라고 알리기가 싫어질정도로 4~50대 진상 아줌마 아저씨들 많아요   
일본 호텔이라 초기 대응은 일본어로 하고 국적 확인후에 안내하는데
처음 일본어로 안내할때는 막 웃으면서 정중하게 반응하시다가 한국어로 대응하면 바로 뭐야 한국인이야? 이런 느낌.. 실제로 10에 9정도는 한국인이면 한국어로 해야지! 이소리 하세요
대놓고 요즘 일본은 일본어 못하는 애들도 뽑는다던데 이러시는 분도 계시고
레스토랑같은 경우엔 붐비는 시간대는 사전 체크인부터 안내하고 엘리베이터에도 붙여두는데
꼭 좌식석만 남아서 안내하면 왜 좌식만 남았냐고 소리지르고 화내시는 분들도 계시고 서비스 직종 스트레스 많아요 진짜"
6364,8:50 와 이건 진짜 미쳤다..
6365,라이라이? 빨리빨리? 오라는 소리아님? 빨리빨리는 콰이콰이인데. .
6366,"  도 많고 진상도 많다..

중국 욕할 처지아님 한국은 얼마나 미개한데"
6367,주는데로 쳐물께
6368,참 한국사람들 대단해     
6369,수고하신다고 인사드리는편인데...자주 쌩까여용   
6370,아니 항공사들도 속보이는게 캐리어 들어야되서 장신뽑는다면서 캐리어 들어야 되는데 바싹 마른 사람만 뽑는건 뭔 모순;
6371,     하늘위에 진상들 많구나
6372,도움되려고 광고 끝까지 다보고 왔어요~
6373,대한항공 최공
6374,바퀴벌레 어떡해.....비행하는 내내 신경쓰였을듯
6375,중국사람 쿨한건 완전 인정!!!
6376,재밌어용 
6377,너무너무힘드셨을거 같아요!!!  
6378,"아시아나항공 
로얄 이코노미 클래스라고 있지않나요?
근데 좌석은 비지니스
서비스는 이코노미
이런거 있죠?"
6379,맨날 이것만 기다렸어요    
6380,전부 또는 일부 지어낸 이야기 아니면 좋겠네요
6381,은근 중독되서 보게 되네요
6382,진상 정의는 명쾌하네
6383,라이라이는 오라는뜻인데?  
6384,와 별의 별 썰이 다 나오네요     나 뱽기 탈 땐 착한 분들밖에 없었구나 싶고   
6385,         이런거 너무재밋어요                
6386,8:39 실화냐;;
6387,누구데랴와서 뭐어쩔건데요  막무가내 진상들 웃기지도않  
6388,정말 너무하다
6389,중간에분 디게 미인이시다
6390,칭송카드가 뭐에요...?
6391,"여기서 또 한번 느껴지는 일본인!!
일본 사람들은 친절해~
막상 여행가보니까 가슴으로 하는 친절이 아닌
머리로 하는 가식적인 아리가또~ (친절) 라는 느낌을 많이 받았습니다. 
비하는 아니고 진짜 그냥 느낀 그대로 써봤습니다"
6392,5:07 헠              이요
6393,칭송이뭔가요?
6394,"지들한테 똑같이하면 지랄을 할꺼면서
작작들합시다 진상분들아
손님이 잘해야 직원이 기분좋게 더 잘해주시지
손님이 손님노릇 못하면서 손님으로 대해달라하는건 진짜 노답들"
6395,지는 일그따구로하니까 이코노미에앉지  
6396,상식없는 인간들 다 비행기에서 던져버렸으면 좋겠다.
6397,손놈 참 많네요. 고생이십니다.
6398,"진상들 진짜 다 똑같이 돌려주고싶다
감정비하 하는것들
똑같이 되돌려줘야함"
6399,사람들이 못됐어..진짜 사회생활에서 못 받은 대우 비행기 안에서 받고싶나봄    
6400,사람 상대하고 몰리는 구역에서는  진상이 없을수가 없지
6401,칭송카드가 뭐예요?
6402,못배운 것들이 더하
6403,넌 돈없어서 저가항공탓자나 어서 대한항공어쩌고라고말해
6404,승객 입장으로서 진상한테 뭐라하면 안되겠죠?
6405,              아시아나 자회사가 에부인데                  웃긴다 정말
6406,그 나라사람들은 그 나라에서는 어딜가도 진상이죠. 확률적으로 같은 나라사람이 있을 확률이 높으니까요. 한국이 모든 나라에서 진상은 아니에요..!!
6407,후... 그나저나 비행기 타보고싶다
6408,다들 이쁘시네요
6409,서비스업은 안하는게 수명에 이로움.
6410,현실 조언.
6411,힘내세요...   
6412,솔직히 거짓말 하나도 안하고 한국사람들이 제일 진상부리고 잔머리 굴려 사람 미치게 함.
6413,내가 만약에 바퀴벌레 소동 선베고 막말 할 수 있었으면 그럼 그쪽도 돈 못버니까 아시아나 대한항공 못 타고 이 비행기 타시는거네요? 라고 얘기하고싶다  
6414,"미국이였어봐 쳐맞고 아갈머리다물고 비행하겠지 
바퀴벌레는 진짜 쫌그렇다     그거하나못잡았다고 무슨 사람을 판가름해 
지도못잡았을거면서 븅신같은게"
6415,진짜... 비행기에서 한국사람이 진상피우면...    그 순간만큼 창피한게 없다....
6416,칭송카드가머에요?
6417,맨 오른이 에버부산임?
6418,일본은 가면쓴 싸이코. 개진상은 한국. 개진상2 인도.
6419,오픈쇼더 입으신분 옷 고쳐주고 싶다
6420,나 비행기 안전벨트 모르고 안매고 잤었는데 일어나보니 땅바닥에서 자고있어가주고 창피햇엇눈댑
6421,8:37 진~~짜 못 배운 사람들이 꼭 저렇게 얘기하네. 저딴 성격으로 지는 지 회사에서 얼마나 일을 잘할련지
6422,   설문조사   대한항공 vs 아시아나항공 어디를 선호하나요?  난 아시아나항공
6423,편의점 알바할 때 감기약  두 개 이상 팔면안되게 제한걸려있었는데 정작 감기약  두세개 사가는 사람한테 아무말도 못했습니다.
6424,걸그룹인가
6425,조회수 안습
6426,여기 다 중국인 다 괜찮다네 호텔에서 일하는데 젤 드러운 방 보면 중국인투숙객임
6427,세상엔... 다양한 사람들이 참 많구나...  
6428,정해진 규칙 막 어기는 한국이 일본 욕할 입장은 아니죠 일본인들은 왠만해선 남에게 피해주는걸 극도로 싫어하고 지킬꺼는 지키자주의가 강함
6429,외국에서 서비스 종사하는 사람들은 다 알지... 중국인&한국인이 가장 진상인걸...
6430,저 같은 경우엔 키가 143이라 웬만하면 제가 올리는데 작아서 제대로 안 들어가서 도와달라고합니다...  
6431,서로아는 사이고 문제도없는데 자리바꾸는게왜안돼?
6432,전 서비스 별로인 유나이티드 입니다. 이유는 저렴 그리고 속마음 숨기고 싱글싱글 웃는 사람들 그리고 진상부리는 인간들이 거의없음.
6433,      
6434,빨강옷입은 분 에피소드 들으니까 우리 고모생각난다  우리 할머니가 갑자기 돌아가셔서 고모.고모부께서 인도에서 급하게 오셨는데....
6435,케어한다?? 언제부터 쓰기 시작한건지 모르겠는데 이런 불필요한 영어는 일상어중에 좀 쓰지 말죠.
6436,아니근데 어디쯤인지 물어보는건 가능하지않나 이거도 진상인가
6437,베트남 관광하는데 중국인들 한국인들 다 섞여서 엄청 많았음 백인들 흑인들 너나할것없이 계속 퍼킹코리안이라고 중국인들보다 한국인을 더 뒤에서 욕하니까 너무 부끄러웠음
6438,2년전 아시아나 이용했을때 5살먹은 아들녀석이 랜딩순간에 화장실을 가야한다고 해서 난감하게 한적이있는데 침착하게 아들손을잡고 화장실에 데려다준게 지금 와서보니 칭찬해드리고싶은 순간이네요 방법이있을까요? 너무늦은거겠죠?
6439,게다가 대부분 어린여자니까 만만하게 보고들어가는거임   중년남자한테 캐리어노룩패스 이지랄하겟니? 대체 이 한심한 인식은 언제쯤바뀌냐
6440,지도 그거밖에 안되니깐 대한항공 아시아나 항공 못 타고 있지   
6441,그러니까 니가 그 아시아나 대한항공 말고 이 항공사에 있는거야 대충 이런식으로 말한손님한테 진짜 옆에 있었으면  역 질문으로  어머 그렇게 따지면 아저씨는 왜 이 항공사 타고 계시는거죠?  라고 말해주고싶다 진짜 나이 거꾸로 쳐먹고 뭐하는짓..;
6442,수많은 항공사를 이용해 보았지만 손님들 분위기는 문화적 차이만 있을 뿐이지 전세계적으로 다 비슷해요.대부분 하대하죠. 그래서 미국에는 3D 업종이라 젊은 사람들이 피하는 일입니다.    50대부터~70대 할머니들이 많이 하는 직종이죠.
6443,솔직히 지들이 서비스받고 가는거면 조용히 할 말만 하고 최대한 그들한테도 기본적 예의 차리는 게 매너다    거기다 대고 땍땍대면 꼴깝으로밖에 안보임
6444,"한국승객이 제일까다롭고
중국승객 미개하다지만 제일 쿨하고
일본승객은 뒷담화 까고 무섭고
에어부산 타신 남자분..무식한거 자랑도 아니고 바퀴벌레 니가 잡던지 그분들도 귀한 자식입니다
그딴식으로 말하면 편합니까"
6445,진짜 순수한 의도로 갤리가서 말걸어됨????진짜 유럽 갈때만다 열몇시간 너무 심심한데..........
6446,여자친구에게 한번이상들은 이야기들....
6447,조성모가 자주 이용하는 항공사가 아시아나던데 아시나요
6448,난 비행기에 애새끼가 안탓으면 좋겟어    개시끄럽고 의자 참
6449,"조선인들은 자기들이 조금이라도 돈을 내거나, 유리한 위치면 본인 주제 파악도 못하고 상대방을 하대하는 놈들이 많죠. 이거는 어느 분야에도 있고, 사회적 비용이죠   "
6450,개쳐다보듯이면 존나 사랑스럽게 보는건데; 개새끼가 얼마나 규 여운지 니들이 알어?!!
6451,  엘씨씨 무시하지마라는 사람도 있고. 세상 참 좋아졌다...돈없으면 해외여행 꿈도 못 꾸던 시절이 있었는데    없으면 모아야지 왜 애쳐끌고 외국 나가노...계속 그지꼴 못벗어날끼가    글고 왜 댄이랑 아샤 비교하냐    진짜 항공 알 못이냐? 댄은 타본적도 없는 것들이..아니지 아예 엄두를 못내지. 그른데 왜 나가노 없는돈으로   
6452,뭔 일본인들은 되게 조용하고 조심조심한다고 하면서 했는지도 안했는지도 모르는 뒷담을 깐대 존나 어이없넼             
6453,어르신분들이 그래도 정은 있습니다..
6454,청바지여성분 너무 다리가섹시하고 얼굴은 귀여븐
6455,야 근데 왜 그만뒀냐
6456,에어부산 이쁘다^^
6457,고작 캐리어 올리다가 다친다는건 힘이   게 없다는건데 위급상황에 승객들 대피시킬 체력과 힘이 있는건가
6458,이야 이런건 진짜 유익하다 이 채널 그냥 소재 없어서 막하는줄 알았는데 이런건 디게좋네
6459,공항에서 일해봐서 아는데 월화수 진짜 사람 없습니다. 토요일 사람적다는데 개소리! 젤많아요
6460,2:20 해외출장같은 업무로 이용하는 회사원들에게는 아주 꿀팁이군요 :)
6461,솔직히 알려줘야지 않나?
6462,"나는 10 알고 있었음 제주도2박3일 갈때는 화요일과 목요일이 가장 좋음
국내선은 스카이스캐너 보다 티몬이 더 좋은"
6463,"홍콩의 cx항공사는 그걸 또 알고 2시간50분을 비행기에서 앉게 하고 출발함 
보상 불가능 개빡침.."
6464,"1
이거 잘 쓰면 항공사를 데꿀멍 시킬수 있겠네요     "
6465,"제가 한국에서 출발해서 베트남을 갔는데 중간에 중국에서 비행기를 경유했는데 다시탈때 표를 검사하니 저랑 제 어머니랑 표 자리가 똑같아서 1시간정도 검사받았는데 
이거 항공사에 말하면 피해보상 해주나요? 그 표 준 직원 잘못인데"
6466,환불 안되는것도 환불 가능했었군요...
6467,항공기 제일 저렴한 시기가 떠나는 티켓 당일 기준으로 6주전 화요일 아닌가요?
6468,법을 알아야 삽니다
6469,뜬금없지만 3년전에 화장실 갔다가 비행기 놓쳐봤는데 그 슬픔이란...
6470,하나더 알려드리자면 진에어 오버부킹돼면 대한항공으로 좌석배치될 가능성이 있다고 합니다.근데 대한항공 오버부킹돼면 진에어로........
6471,"24시간 이내라는 말은 23시간,20시간, 1시간이 포함된다는 소리임.
출발 1시간 남기고 해약해도 추가비용 없다?    
출발 24시간 넘게 남았으면 해약비용없다고 해야지..."
6472,"우리가 모르는 승객의 권리:1/5,"
6473,   개꿀팁?!
6474,랭킹스쿨 유익하네요!@~@
6475,일단 돈벌어서 공항을 갑시다 
6476,헷
6477,잘봤습니다
6478,저 아시아나 기내식대란때 시드니행 네시간 연착됐는데... 이것도 보상이 가능했었을까요?
6479,와드 박음
6480,저번에 마카오에서 인천으로 올때 3시간30분에 제주항공이였는데 아무것도 안줘서 죠스떡볶이 돈주고 사먹었는데.....
6481,솔직히 이형 소재 많아서 좋네
6482,와 1:24  저번달에 괌갈때 탔던 비행기 1시간 50분 지엿됬는데  
6483,5위에서 됬쓴거보고 바로끔 
6484,내일 괌에 갑니다 잘알아둘께요
6485,"오 개꿀팁
좋아요박고감"
6486,11초에 왼쪽하단에 저거 키스가아니라 포옹이겠죠?
6487,5월쯤에 부모님께서 여행계획 있다고 하셨는데 참고할게요~!
6488,대한항공도 해당하는지?
6489,항공사 뿐인가...자신이 불리한 부분은 가리는 것이 인간종특이거늘...
6490,이러한 권리를 알 권리가 필요합니다
6491,저 캐리어 1달늦게왔었는데....보상같은거 없었는데  
6492,난꼬 처음에들어올때는 언제나 밥줘야되는지알았네
6493,여러분 세부퍼시픽 가격만 저렴하고 창렬입니다
6494,진짜 유익한데 어차피 기억못함  
6495,"유-------------익
퇴물이 현물됨"
6496,결론 항공사가 잘못해야....
6497,항공사가 개시끼네
6498,오늘 대만갔다가 왔는데 토요일에 비행기탔었음   
6499,추가 덧 붙히면은 화요일이 가장 항공 프로모션 이런것 최저가가 가장 많이 나오는 요일입니다
6500,와 나는 칭타오에서 저녁에 출발했는데 저녁밥도 주지도안던데
6501,와우
6502,노래가 좋군요
6503,휴우로 할라고 했는데 호우가 되어버린 나의 닉네임
6504,2019.2.20 오전3시51분 시청완료
6505,요약: 항공사의 잘못 (지연 취소 자리부족)등으로 티켓 환불& 음식 제공
6506,월화수가 사람이 없다고? 제일 바쁜데?? 공항사람 맞나
6507,바우쳐가 뭐죠?
6508,3300이 얼마임?
6509,공항도 안가본 내가 이런걸 왜 보고 있지.. 17년동안 공항을 안가봤네..
6510,부제:  항공사 삥 뜯는 방법
6511,"대체로 탑승 시 권리가 아니라, 문제가 발생할 경우 권리네..씁쓸"
6512,한마디로 내가잘못한게 아니면 무조건 보상+a 를 받을수있다 이말이네
6513,바로 취소했는데 위약금 삼십만원 수수료 나갔음    스카이스캐어에서 찾아서 직접 들어갔는데
6514,썸넬 도시락 더 포레스트 도시락하고 좀 닮았다
6515,"숨기는 걸로 생각할 필요가 없는데?
항공사 잘못이면 당연히 항공사가 책임져야 하는 건데 그게 숨긴다고 숨겨지나...
안숨겨지는 걸 숨긴다고 말할 필요가 없음."
6516,40만원짜리 캐리어부셔놓고 싸구려로교체해준다는 j항공사   
6517,이거 써먹을거임      
6518,아시아나....넌이제 뒤졋다..
6519,+여객기정체
6520,지연됬을 불 편
6521,9. 항공권의 클라스라던지 약정에 따라 다릅니다
6522,01:39 뭔소리임 이거???
6523,이번에 우루과이에서 칠레-프랑스-중국-한국 루트 비행기를 탔는데 우루과이에서 비행기 3시간 연착이 떠서 뒤의 비행기를 전부 놓치는 상황이 생겼습니다.  그날 비행기가 없어서 다음날 가야한다해서 칠레에서 묵고갈 호텔이랑 택시 바우처를 주더라구요(식사는 호텔에서 아침 점심 저녁 무료) 저야 출장이라서 늦게가도 출장비 더 나오니 이득인데 신혼여행이나 휴가 받아 여행하시는 분들은 문제가 커질 수도 있겠더군요
6524,왜 저는 10번 밖에 이해가 안될까요?
6525,해외 나갈일도 없는데 왜보고있는거지
6526,빠놀이들  출췍해~
6527,근데 막상 말할려고 하면 못 말함
6528,맨처음 사진에 왼쪽 구석탱이에 연애질 하는 저런 그런 같은 인간보다 못한 인간은 뭐냐(절대 절대 제가 솔로여서 그런게 아닙니다.)
6529,권리고 뭐고 이 망할 비행기 멀미좀 누가 어떡게좀 해줘
6530,2:14 됐
6531,"오버북킹이 운 좋으면 이득인게, 저같은 경우에는 비즈니스 클래스에 몇번 타봤는데 그 중 2번은 오버북킹 때문에 이코노미에서 비즈니스로 강제 업그레이드 당한거에요"
6532,독일에서 한국으로 올려고 비행기탔는데 30분가다가 문제있어서 다시 돌아와서 4시간동안 공항에있었는데 간식밖에안줌 ..새벽이었는데
6533,노래2배속으로들으면    신세계 병맛
6534,"1,2번만 사실 나머지는 앞뒤 짜른 내용이나 말도 안되는것"
6535,가방 파손 어캐 보상은 없나요? 여행갈때마다 가방이 망가져요 어떤 때는 바퀴 날라가서 새로 사고 어떤때는 찌그러져서 와서;;
6536,항공사가 잘못해서 생긴일들인데 이걸숨긴다고? 법적인 책임을 안지겠다는건데    ?
6537,오....그러면 다음 여름방학때 화요일날 제주도 갈거생각해 봐야겄네.
6538,하지만 비행기 탈일이 없다는 사실
6539,    그냥 다 개소리 같은데? 월화수 사람 없다고? 내가 출장 때문에 공항 일년에 4~6번정도 간지 7년이 넘었는데 반 이상은 월화수 중에 간다. 근데 사람 존나 많던데? 죄다 처 놀러가는 사람들뿐임
6540,이분은 앳날 이슈왕느낌
6541,화곡사가 왜 숨김?( )
6542,대한항공 수하물이 도착 다음날 온경우도 있었는데 아무 보상없이 그냥 집으로 배달만 시켜주던데
6543,0:56 뭔소리냐 7일이전에 해약을 해도되고 24시간 이전에 해도된다고?
6544,싫어요 눌은사람들 최소 항공사들
6545,하나 더 있네요. 왕복티켓 없다고 못가는 나라 없습니다. 항공사에서 왕복티켓 없다고 표 안주는 건 개소리입니다.
6546,"그러게 우리나라 항공사들, 제발 코드 인사 같은 주변인 불법 세습과 승객등 사람들에게 비리 좀 저지르지 말자고!(차후로 저 진지임)"
6547,와 나 대한항공에서 3시간 이륙도 안하고 비행기안에서 있었는데 아무것도 챙겨주는것도 없었는데 비행기 안에서 그좁은 이코노미석에서 3시간동안 화장실이외에는 일어나지도 못하게하고 미치는줄 알았음
6548,도움되는게없네
6549,?? 8번은 타자마자 물은 주지 않나 주스도 타자마자 주는데
6550,저 작년에 러시아 우파에서 모스크바로 가는 비행기 7시쯤에 탔는데 이륙 안하고 1~2(1시간 반 쯤)시간쯤 가만히 있다가 도착해서 9시쯤에 모스크바에서 한국으로 가는 비행기 놓쳐서 공항에서 자고 아침에 갔는데 호구잡힌건가
6551,2번 시발 터키항공 진짜 그거때문에 개고생한적있음
6552,3
6553,기내식 더먹을수있는 권리가 있었으면 좋겠닼  
